kickoff_et,away,home,spread_away,spread_away_price,spread_home,spread_home_price,total,over_price,under_price,ml_away,ml_home,spreads_book,totals_book,h2h_book
2025-10-26 13:00:00-04:00,Miami Dolphins,Atlanta Falcons,7.5,-105,-7.5,-115,44.5,-115,-105,340,-440,DraftKings,DraftKings,DraftKings
2025-10-26 13:00:00-04:00,Chicago Bears,Baltimore Ravens,6.5,-115,-6.5,-105,49.5,-112,-108,235,-290,DraftKings,DraftKings,DraftKings
2025-10-26 13:00:00-04:00,Buffalo Bills,Carolina Panthers,-7.0,-120,7.0,100,46.5,-108,-112,-380,300,DraftKings,DraftKings,DraftKings
2025-10-26 13:00:00-04:00,New York Jets,Cincinnati Bengals,6.5,-110,-6.5,-110,44.5,-110,-110,240,-298,DraftKings,DraftKings,DraftKings
2025-10-26 13:00:00-04:00,Cleveland Browns,New England Patriots,7.0,-112,-7.0,-108,40.5,-110,-110,300,-380,DraftKings,DraftKings,DraftKings
2025-10-26 13:00:00-04:00,San Francisco 49ers,Houston Texans,1.5,-118,-1.5,-102,41.5,-110,-110,-105,-115,DraftKings,DraftKings,DraftKings
2025-10-26 13:00:00-04:00,New York Giants,Philadelphia Eagles,7.5,-120,-7.5,100,43.5,-118,-102,330,-425,DraftKings,DraftKings,DraftKings
2025-10-26 16:05:00-04:00,Tampa Bay Buccaneers,New Orleans Saints,-4.5,-108,4.5,-112,46.5,-110,-110,-225,185,DraftKings,DraftKings,DraftKings
2025-10-26 16:25:00-04:00,Dallas Cowboys,Denver Broncos,3.5,-115,-3.5,-105,50.5,-105,-115,150,-180,DraftKings,DraftKings,DraftKings
2025-10-26 16:25:00-04:00,Tennessee Titans,Indianapolis Colts,14.0,-110,-14.0,-110,47.5,-102,-118,800,-1350,DraftKings,DraftKings,DraftKings
2025-10-26 20:20:00-04:00,Green Bay Packers,Pittsburgh Steelers,-3.0,-112,3.0,-108,45.5,-110,-110,-170,142,DraftKings,DraftKings,DraftKings
2025-10-27 20:15:00-04:00,Washington Commanders,Kansas City Chiefs,12.5,-108,-12.5,-112,46.5,-118,-102,550,-800,DraftKings,DraftKings,DraftKings
2025-10-30 20:15:00-04:00,Baltimore Ravens,Miami Dolphins,-7.5,-110,7.5,-110,50.5,-110,-110,-395,310,DraftKings,DraftKings,DraftKings
